scen,demand_mw,shed_mw,shed,cost_usd,lmp_at_slack,n_at_limit,lmp_spread,expensive_on
1056,446.9477593255388,14.11843709640921,true,10749.909008510082,20.00000099999999,3,10007.858633546604,true
1057,496.6781288075646,4.468342648721102,true,11169.06078392257,20.000001000005,3,9999.645052478214,true
1058,633.4419550701591,12.434954036669557,true,16176.10838509361,20.000001000005,3,9999.645052478214,true
1059,241.13166126453845,0.0,false,6746.748175664869,20.000000999999955,1,105.75511975699999,true
1060,157.95006433497747,0.0,false,3159.0012866995903,20.000001000000022,0,6.643574579356937e-13,false
1061,194.9073982329224,19.629551814832585,true,4939.725688593681,20.00000100000036,2,9996.95889564678,true
1062,805.6877032005177,174.75810034579933,true,15789.184114188773,2245.5464623090656,5,13447.68862760303,true
1063,305.9053607115497,54.01299107940119,true,5037.847392642954,20.000000999994782,2,9979.999999000107,false
1064,345.619803044948,0.0,false,6912.396060898886,20.000002000000055,0,1.0800249583553523e-12,false
1065,392.6343267930514,0.0,false,7891.067079608205,20.000001000000076,1,44.84791328481726,true
1066,613.495953009281,36.73288509399231,true,14908.156097273119,20.000000999961685,5,13447.688627602536,true
1067,339.8361554787717,3.06871029353626,true,7313.65735107088,20.000001,2,9996.958895646776,true
1068,223.57438879772704,0.0,false,4471.487775954536,20.000001,0,3.552713678800501e-14,false
1069,338.4849343395899,0.0,false,6769.698686791793,20.00000200000001,0,2.842170943040401e-14,false
1070,350.23375224881465,0.0,false,7004.675044976289,20.00000200000001,0,2.842170943040401e-14,false
1071,1042.9019906596416,389.2119213298615,true,16699.60277319118,4256.681624390837,7,9959.99999600001,true
1072,416.6614370294252,31.579061120299162,true,8490.214231214137,20.000001000001642,4,13974.587385222969,true
1073,376.39134551633566,0.0,false,7527.826910326703,20.000001,1,1.0058505701238118e-5,false
1074,980.3478727678579,429.4861424080528,true,13278.02918753257,20.00000099999947,6,20289.674318700054,true
1075,410.24129499073,0.0,false,8392.427791264612,20.262676984082802,1,104.36615345764653,true
1076,366.91750369342594,21.899502464649498,true,8069.5783554648815,20.000000999991965,2,9996.958895646812,true
